url,id,status,link_text,char_count,word_count,origin,cheers_matches,entreq_matches,moose_matches,cherries_matches,arrive_matches,arrive_domain_matches,care_matches,care_domain_matches,prisma_matches,coreq_matches,consort_matches,consort_domain_matches,agree_matches,agree_domain_matches,EQUATOR_matches,EQUATOR_domain_domain_matches,ICMJE_matches,EQUATOR_domain_domain_matches,section_matches,manuscript_matches,table_matches,words_matches
https://journals.sagepub.com/author-instructions/dij,101597411,[200],,[32357],[4886],,,,,,,,,,,,"['CONSORT', 'CONSORT']",['http://www.consort-statement.org/downloads'],,,['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/recommendations/browse/publishing-and-editorial-issues/clinical-trial-registration.html', 'http://www.icmje.org/conflicts-of-interest/']","['International Committee of Medical Journal Editors', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE']","['http://www.equator-network.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/recommendations/browse/publishing-and-editorial-issues/clinical-trial-registration.html', 'http://www.icmje.org/conflicts-of-interest/']","['section', 'sections', 'section', 'section', 'section', 'section']","['Manuscript', 'Manuscript', 'Manuscript', 'MANUSCRIPT', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'Manuscript', 'manuscript', 'Manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'Manuscript', 'manuscript', 'Manuscript', 'manuscript', 'manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript']","['table', 'tables', 'Tables', 'table', 'Tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'tables', 'table', 'Table', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/information/instructions-contributors,8706896,[200],,[16415],[2471],,,,,,,,,,,,,,,,,,,,"['sections', 'section']","['manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['tables', 'Tables', 'Tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.elsevier.com/journals/02546272/0255-2922/guide-for-authors,8211546,[200],,[1806],[275],,,,,,,,,,,,,,,,,,,,,,,
https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=krnb20,101235328,[200],,[20919],[2992],,,,,,,,,,,,,,,,,,,,,"['manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript']","['table', 'tables', 'tables', 'table', 'tables', 'tables', 'table', 'Tables', 'tables', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.elsevier.com/journals/10898603/1089-8603/guide-for-authors,9709307,[200],,[45991],[7044],,,,,,['ARRIVE'],,,,,,,,,,,['http://www.icmje.org/recommendations/'],,['http://www.icmje.org/recommendations/'],"['section', 'section', 'sections', 'section', 'sections', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section']","['manuscripts', 'manuscript', 'manuscripts', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'table', 'tables', 'Tables', 'tables', 'tables', 'table', 'tables', 'Table', 'tables', 'Tables', 'tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'table', 'tables', 'tables']","['words', 'words', 'words']"
https://journals.sagepub.com/author-instructions/pala,8610345,[200],,[23605],[3556],,,,,,,,,,,,"['CONSORT', 'CONSORT']",['http://www.consort-statement.org/downloads'],,,['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.icmje.org/recommendations/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/author-responsibilities--conflicts-of-interest.html#two', 'http://www.icmje.org/icmje-recommendations.pdf', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/protection-of-research-participants.html', 'http://www.icmje.org/recommendations/browse/publishing-and-editorial-issues/clinical-trial-registration.html']","['International Committee of Medical Journal Editors', 'ICMJE', 'International Committee of Medical Journal Editors', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE']","['http://www.equator-network.org/', 'http://www.icmje.org/recommendations/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/author-responsibilities--conflicts-of-interest.html#two', 'http://www.icmje.org/icmje-recommendations.pdf', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/protection-of-research-participants.html', 'http://www.icmje.org/recommendations/browse/publishing-and-editorial-issues/clinical-trial-registration.html']","['section', 'section', 'section', 'section', 'section', 'section', 'sections', 'Sections']","['Manuscript', 'Manuscripts', 'Manuscripts', 'Manuscript', 'Manuscripts', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['table', 'tables', 'tables', 'Tables']","['words', 'words', 'words', 'words', 'words', 'words']"
https://www.elsevier.com/journals/1521690x/1521-690X/guide-for-authors,101120682,[200],,[34055],[5206],,,,,,,,,,,,,,,,,,,,"['section', 'section', 'sections', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section']","['Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts']","['Tables', 'tables', 'table', 'tables', 'tables', 'table', 'table', 'tables', 'tables', 'Table', 'Tables', 'tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'table', 'tables', 'tables']","['words', 'words', 'words']"
https://onlinelibrary.wiley.com/page/journal/20426984/homepage/forauthors.html,101550261,[200],,[36327],[5392],,,,,,,,,,,,,,,,,"['http://www.icmje.org/', 'http://www.icmje.org/recommendations/archives/2005_urm.pdf', 'http://www.icmje.org/']","['ICMJE', 'ICMJE', 'International Committee of Medical Journal Editors', 'ICMJE']","['http://www.icmje.org/', 'http://www.icmje.org/recommendations/archives/2005_urm.pdf', 'http://www.icmje.org/']","['section', 'section', 'section', 'Section', 'sections', 'section', 'sections', 'section', 'section', 'section', 'Section']","['Manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'Manuscript', 'Manuscript', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscripts', 'Manuscripts', 'manuscripts', 'manuscript', 'Manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'Manuscript', 'Manuscripts', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'Manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['tables', 'Table', 'tables', 'Tables', 'Table', 'tables', 'tables', 'table', 'table', 'tables', 'Tables', 'table', 'table', 'Tables', 'table', 'table', 'table', 'tables', 'Table', 'Table', 'table', 'tables', 'tables', 'tables', 'tables', 'table', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://academic.oup.com/mutage/pages/General_Instructions,8707812,[200],,[3211],[453],,,,,,,,,,,,,,,,,,,,,['manuscripts'],,
https://www.elsevier.com/journals/18786146/1878-6146/guide-for-authors,101524465,[200],,[43156],[6697],,,,,,,,,,,,,,,,,,,,"['section', 'section', 'section', 'section', 'section', 'section']","['manuscripts', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'table', 'tables', 'tables', 'Table', 'Tables', 'tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'table', 'Table', 'Table', 'tables', 'tables']",['Words']
https://onlinelibrary.wiley.com/page/journal/20555822/homepage/forauthors.html,101669191,[200],,[43397],[6469],,,,,,"['ARRIVE', 'ARRIVE']",,,,,,,,,,,['http://www.icmje.org/'],"['International Committee of Medical Journal Editors', 'ICMJE', 'International Committee of Medical Journal Editors']",['http://www.icmje.org/'],"['sections', 'sections', 'section', 'sections', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'sections', 'section']","['Manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'Manuscript', 'Manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'MANUSCRIPTS', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['tables', 'tables', 'Tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'Tables', 'tables', 'tables', 'tables', 'tables', 'Tables', 'Tables', 'Tables', 'Table', 'Tables', 'tables', 'tables', 'Table']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
