id,url,cheers_matches,entreq_matches,moose_matches,cherries_matches,arrive_matches,arrive_domain_matches,care_matches,care_domain_matches,prisma_matches,coreq_matches,consort_matches,consort_domain_matches,agree_matches,agree_domain_matches,EQUATOR_matches,EQUATOR_domain_domain_matches,cheers,entreq,moose,cherries,arrive,care,prisma,coreq,consort,agree,EQUATOR,Guidelines,title,languages,publisher,publication_types,mesh_headings,urls_raw,is_periodical,is_english,urls
101269322,https://aacnjournals.org/aacnacconline/pages/instructions_for_authors,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,AACN advanced critical care.,['eng'],"['Lippincott Williams & Wilkins,', 'American Association of Critical-Care Nurses (AACN)']","['Nurses Instruction', 'Periodical']","['Critical Care', 'Nursing Care']",['https://aacnjournals.org/aacnacconline'],True,True,['https://aacnjournals.org/aacnacconline']
9015384,https://academic.oup.com/tcbh/pages/general_instructions,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,20 century British history.,['eng'],"['Oxford University Press,']",['Periodical'],"['History', 'United Kingdom']",['https://academic.oup.com/tcbh'],True,True,['https://academic.oup.com/tcbh']
101674571,https://www.springer.com/journal/261/submission-guidelines,['CHEERS'],,,,['ARRIVE'],,['CARE'],,"['PRISMA', 'Prisma']",['COREQ'],['CONSORT'],,['AGREE'],,['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/']",True,False,False,False,True,True,True,True,True,True,True,True,Abdominal radiology.,['eng'],"['Springer,']",['Periodical'],"['Abdomen', 'Diagnostic Imaging', 'Gastrointestinal Diseases \n                 diagnosis']",['https://link.springer.com/journal/261'],True,True,['https://link.springer.com/journal/261']
100960111,https://www.springer.com/journal/12249/submission-guidelines,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,AAPS PharmSciTech.,['eng'],"['American Association of Pharmaceutical Scientists,', 'Springer']",['Periodical'],"['Biopharmaceutics', 'Dosage Forms', 'Drug Design', 'Drug Evaluation', 'Pharmaceutical Preparations']","['http://www.aapspharmscitech.org/', 'https://link.springer.com/journal/12249', 'https://www.ncbi.nlm.nih.gov/pmc/journals/793/']",True,True,"['http://www.aapspharmscitech.org/', 'https://link.springer.com/journal/12249']"
101223209,https://www.springer.com/journal/12248/submission-guidelines,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,The AAPS journal.,['eng'],"['American Association of Pharmaceutical Scientists,']",['Periodical'],"['Drug Therapy', 'Pharmaceutical Preparations', 'Technology, Pharmaceutical']","['https://link.springer.com/journal/12248', 'https://www.ncbi.nlm.nih.gov/pmc/journals/792/']",True,True,['https://link.springer.com/journal/12248']
8904605,https://journals.lww.com/academicmedicine/pages/informationforauthors.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/']
9418450,https://onlinelibrary.wiley.com/page/journal/15532712/homepage/productinformation.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine.,['eng'],"['Hanley & Belfus,', 'Wiley']",['Periodical'],['Emergency Medicine'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712']
9100813,https://www.tandfonline.com/loi/gacr20,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accountability in research.,['eng'],"['Gordon and Breach,', 'Informa Healthcare']",['Periodical'],"['Ethics', 'Program Evaluation', 'Research \n                 standards']",['http://www.tandfonline.com/loi/gacr20'],True,True,['http://www.tandfonline.com/loi/gacr20']
8904605,https://journals.lww.com/academicmedicine/_layouts/15/1033/oaks.journals/informationforauthors.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/']
8904605,https://journals.lww.com/academicmedicine/_layouts/15/1033/oaks.journals/informationforauthors.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/']
0157313,https://pubs.acs.org/journal/achre4,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
9015384,https://academic.oup.com/tcbh/pages/submission_online,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,20 century British history.,['eng'],"['Oxford University Press,']",['Periodical'],"['History', 'United Kingdom']",['https://academic.oup.com/tcbh'],True,True,['https://academic.oup.com/tcbh']
101504991,https://pubs.acs.org/loi/aamick,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS applied materials & interfaces.,['eng'],['American Chemical Society'],['Periodical'],"['Biocompatible Materials', 'Chemical Phenomena']",['http://pubs.acs.org/loi/aamick'],True,True,['http://pubs.acs.org/loi/aamick']
9015384,https://academic.oup.com/crawlprevention/governor?content=%2fjournals%2fpages%2fauthors%2fpreparing_your_manuscript%2forcid,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,20 century British history.,['eng'],"['Oxford University Press,']",['Periodical'],"['History', 'United Kingdom']",['https://academic.oup.com/tcbh'],True,True,['https://academic.oup.com/tcbh']
101654670,https://pubs.acs.org/journal/abseba,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
8904605,https://journals.lww.com/academicmedicine/pages/instructionsforauthors.aspx,,,,,,,,,['PRISMA'],,,,,,"['equator-network', 'equator-network']","['http://www.equator-network.org/', 'http://www.equator-network.org/']",False,False,False,False,False,False,True,False,False,False,True,True,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/']
101282906,https://pubs.acs.org/journal/acbcct,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html']
8904605,https://journals.lww.com/academicmedicine/pages/checklistpubcriterial.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/']
8904605,https://journals.lww.com/academicmedicine/pages/checklistpubcriterial2.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/']
8904605,https://journals.lww.com/academicmedicine/pages/authorchecklist.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/']
101525337,https://pubs.acs.org/journal/acncdm,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical neuroscience.,['eng'],['American Chemical Society'],['Periodical'],"['Nervous System \n                 chemistry', 'Neurosciences']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1791/', 'http://pubs.acs.org/journal/acncdm']",True,True,['http://pubs.acs.org/journal/acncdm']
0157313,https://pubs.acs.org/page/achre4/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
101540531,https://pubs.acs.org/loi/jcchff,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS combinatorial science.,['eng'],['American Chemical Society'],['Periodical'],"['Chemistry, Pharmaceutical', 'Combinatorial Chemistry Techniques', 'Drug Discovery', 'Pharmaceutical Preparations \n                 chemical synthesis']",['http://pubs.acs.org/loi/jcchff'],True,True,['http://pubs.acs.org/loi/jcchff']
101654580,https://pubs.acs.org/journal/aidcbc,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS infectious diseases.,['eng'],"['ACS Publications,']",['Periodical'],['Communicable Diseases'],['http://pubs.acs.org/journal/aidcbc'],True,True,['http://pubs.acs.org/journal/aidcbc']
101654670,https://pubs.acs.org/page/abseba/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
101313589,https://pubs.acs.org/journal/ancac3,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS nano.,['eng'],['American Chemical Society'],['Periodical'],['Nanotechnology'],['http://pubs.acs.org/journals/ancac3/index.html'],True,True,['http://pubs.acs.org/journals/ancac3/index.html']
101282906,https://pubs.acs.org/page/acbcct/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html']
101669031,https://pubs.acs.org/journal/ascefj,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS sensors.,['eng'],"['American Chemical Society,']",['Periodical'],['Biosensing Techniques'],['http://pubs.acs.org/journal/ascefj'],True,True,['http://pubs.acs.org/journal/ascefj']
101525337,https://pubs.acs.org/page/acncdm/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical neuroscience.,['eng'],['American Chemical Society'],['Periodical'],"['Nervous System \n                 chemistry', 'Neurosciences']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1791/', 'http://pubs.acs.org/journal/acncdm']",True,True,['http://pubs.acs.org/journal/acncdm']
0157313,https://pubs.acs.org/page/books/submission/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
101575075,https://pubs.acs.org/journal/asbcd6,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS synthetic biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Genetic Engineering', 'Synthetic Biology']",['http://pubs.acs.org/journal/asbcd6'],True,True,['http://pubs.acs.org/journal/asbcd6']
0157313,https://pubs.acs.org/page/4authors/submission/tex.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
0157313,https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
0157313,https://pubs.acs.org/page/4authors/submission/howtosubmit.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
0370270,https://onlinelibrary.wiley.com/journal/13996576,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Acta anaesthesiologica Scandinavica.,['eng'],"['Universitetsforlaget,', 'Wiley-Blackwell']",['Periodical'],['Anesthesiology'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-6576'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-6576']
101654580,https://pubs.acs.org/page/aidcbc/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS infectious diseases.,['eng'],"['ACS Publications,']",['Periodical'],['Communicable Diseases'],['http://pubs.acs.org/journal/aidcbc'],True,True,['http://pubs.acs.org/journal/aidcbc']
101654670,https://pubs.acs.org/page/books/submission/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
101295064,https://www.mattioli1885journals.com/index.php/actabiomedica/index,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Acta bio-medica : Atenei Parmensis.,['eng'],"['Ateneo parmense,', 'Mattioli 1885']",['Periodical'],['Medicine'],"['http://www.mattioli1885journals.com/index.php/actabiomedica/index', 'https://www.ncbi.nlm.nih.gov/pmc/journals/3185/']",True,True,['http://www.mattioli1885journals.com/index.php/actabiomedica/index']
101282906,https://pubs.acs.org/page/books/submission/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html']
101313589,https://pubs.acs.org/page/ancac3/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS nano.,['eng'],['American Chemical Society'],['Periodical'],['Nanotechnology'],['http://pubs.acs.org/journals/ancac3/index.html'],True,True,['http://pubs.acs.org/journals/ancac3/index.html']
101654670,https://pubs.acs.org/page/4authors/submission/howtosubmit.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
101654670,https://pubs.acs.org/page/4authors/submission/tex.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
101654670,https://pubs.acs.org/page/abseba/submission/abseba_templates.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
101654670,https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
101206716,https://academic.oup.com/abbs,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Acta biochimica et biophysica Sinica.,['eng'],"['Shanghai Scientific and Technical Publishers,', 'Oxford University Press']",['Periodical'],"['Biochemistry', 'Biophysics']",['https://academic.oup.com/abbs'],True,True,['https://academic.oup.com/abbs']
101669031,https://pubs.acs.org/page/ascefj/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS sensors.,['eng'],"['American Chemical Society,']",['Periodical'],['Biosensing Techniques'],['http://pubs.acs.org/journal/ascefj'],True,True,['http://pubs.acs.org/journal/ascefj']
101282906,https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html']
101282906,https://pubs.acs.org/page/4authors/submission/tex.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html']
101282906,https://pubs.acs.org/page/4authors/submission/howtosubmit.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html']
0157313,https://pubs.acs.org/page/books/submission/editors/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
101525337,https://pubs.acs.org/page/books/submission/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,ACS chemical neuroscience.,['eng'],['American Chemical Society'],['Periodical'],"['Nervous System \n                 chemistry', 'Neurosciences']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1791/', 'http://pubs.acs.org/journal/acncdm']",True,True,['http://pubs.acs.org/journal/acncdm']
14520300R,https://ojs.ptbioch.edu.pl/index.php/abp/about,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Acta biochimica Polonica.,['mul'],['Panstwowe Wydawnictwo Naukowe'],['Periodical'],['Biochemistry'],['https://ojs.ptbioch.edu.pl/index.php/abp/about'],True,False,['https://ojs.ptbioch.edu.pl/index.php/abp/about']
0370270,https://onlinelibrary.wiley.com/page/journal/13996576/homepage/productinformation.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Acta anaesthesiologica Scandinavica.,['eng'],"['Universitetsforlaget,', 'Wiley-Blackwell']",['Periodical'],['Anesthesiology'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-6576'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-6576']
0157313,https://pubs.acs.org/page/4authors/submission_guide,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
0157313,https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
