url,id,cheers_matches,entreq_matches,moose_matches,cherries_matches,arrive_matches,arrive_matches,care_matches,care_matches,prisma_matches,coreq_matches,consort_matches,consort_matches,agree_matches,agree_matches,EQUATOR_matches,EQUATOR_domain_matches
https://www.tandfonline.com/loi/gacr20,9100813,,,,,,,,,,,,,,,,
https://journals.lww.com/academicmedicine/_layouts/15/1033/oaks.journals/informationforauthors.aspx,8904605,,,,,,,,,,,,,,,,
https://journals.lww.com/academicmedicine/_layouts/15/1033/oaks.journals/informationforauthors.aspx,8904605,,,,,,,,,,,,,,,,
https://pubs.acs.org/journal/achre4,0157313,,,,,,,,,,,,,,,,
https://academic.oup.com/tcbh/pages/submission_online,9015384,,,,,,,,,,,,,,,,
https://pubs.acs.org/loi/aamick,101504991,,,,,,,,,,,,,,,,
https://academic.oup.com/crawlprevention/governor?content=%2fjournals%2fpages%2fauthors%2fpreparing_your_manuscript%2forcid,9015384,,,,,,,,,,,,,,,,
https://pubs.acs.org/journal/abseba,101654670,,,,,,,,,,,,,,,,
https://journals.lww.com/academicmedicine/pages/instructionsforauthors.aspx,8904605,,,,,,,,,['PRISMA'],,,,,,"['equator-network', 'equator-network']","['http://www.equator-network.org/', 'http://www.equator-network.org/']"
https://pubs.acs.org/journal/acbcct,101282906,,,,,,,,,,,,,,,,
https://journals.lww.com/academicmedicine/pages/checklistpubcriterial.aspx,8904605,,,,,,,,,,,,,,,,
https://journals.lww.com/academicmedicine/pages/checklistpubcriterial2.aspx,8904605,,,,,,,,,,,,,,,,
https://journals.lww.com/academicmedicine/pages/authorchecklist.aspx,8904605,,,,,,,,,,,,,,,,
https://pubs.acs.org/journal/acncdm,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/achre4/submission/authors.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/loi/jcchff,101540531,,,,,,,,,,,,,,,,
https://pubs.acs.org/journal/aidcbc,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/abseba/submission/authors.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/journal/ancac3,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/acbcct/submission/authors.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/journal/ascefj,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/acncdm/submission/authors.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/journal/asbcd6,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,0157313,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/journal/13996576,0370270,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/aidcbc/submission/authors.html,101654580,,,,,,,,,,,,,,,,
https://www.mattioli1885journals.com/index.php/actabiomedica/index,101295064,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/ancac3/submission/authors.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/abseba/submission/abseba_templates.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,101282906,,,,,,,,,,,,,,,,
https://academic.oup.com/abbs,101206716,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/ascefj/submission/authors.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,101282906,,,,,,,,,,,,,,,,
https://ojs.ptbioch.edu.pl/index.php/abp/about,14520300R,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/asbcd6/submission/authors.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,0157313,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/page/journal/13996576/homepage/productinformation.html,0370270,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,0157313,,,,,,,,,,,,,,,,
https://www.mattioli1885journals.com/index.php/actabiomedica/about/submissions,101295064,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,101654670,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/page/journal/13996576/homepage/virtual_issue__clinical_practice_guidelines.htm,0370270,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,0157313,,,,,,,,,,,,,,,,
https://www.springer.com/journal/10441,0421520,,,,,,,['CARE'],['CARE'],,,,,,,,
https://www.mattioli1885journals.com/index.php/actabiomedica/information/librarians,101295064,,,,,,,,,,,,,,,,
https://www.mattioli1885journals.com/index.php/actabiomedica/information/authors,101295064,,,,,,,,,,,,,,,,
https://www.mattioli1885journals.com/index.php/actabiomedica/information/readers,101295064,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,101654670,,,,,,,,,,,,,,,,
https://academic.oup.com/abbs/pages/general_instructions,101206716,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,101313589,,,,,,,,,,,,,,,,
https://www.tandfonline.com/loi/tacd20,0370570,,,,,,,,,,,,,,,,
https://ojs.ptbioch.edu.pl/index.php/abp/information/readers,14520300R,,,,,,,,,,,,,,,,
https://ojs.ptbioch.edu.pl/index.php/abp/about/submissions,14520300R,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,101654670,,,,,,,,,,,,,,,,
https://ojs.ptbioch.edu.pl/index.php/abp/information/librarians,14520300R,,,,,,,,,,,,,,,,
https://ojs.ptbioch.edu.pl/index.php/abp/information/authors,14520300R,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101669031,,,,,,,,,,,,,,,,
https://www.springer.com/journal/10441/submission-guidelines,0421520,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,101654670,,,,,,,,,,,,,,,,
https://academic.oup.com/crawlprevention/governor?content=%2fjournals%2fpages%2fauthors%2fpreparing_your_manuscript,101206716,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101654580,,,,,,,,,,,,,,,,
https://www.mattioli1885journals.com/index.php/actabiomedica/authorguidelines,101295064,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/ascefj/submission/ascefj_templates.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/index.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,101654670,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,101282906,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,101654580,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/howtosubmit.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/manuscript_transfer/index.html,101575075,,,,,,,,,,,,,,,,
https://journals.matheo.si/index.php/ACSi,101247110,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,0157313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/tex.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,101575075,,,,,,,,,,,,,,,,
http://www.achot.cz,0407123,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/editors/index.html,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,101654580,,,,,,,,,,,,,,,,
https://www.prolekare.cz/en/specialist-agreement,0370301,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission_guide,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/books/submission/authors/index.html,101575075,,,,,,,,,,,,,,,,
https://www.tandfonline.com/loi/tacb20,0370571,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/weo.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/graphics_template.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/file-designations.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/4authors/submission/software.html,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,101525337,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,101575075,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,101669031,,,,,,,,,,,,,,,,
https://www.tandfonline.com/loi/yacb20,0370306,,,,,,,,,,,,,,,,
https://www.prolekare.cz/en/registration/step-1-personal-information,0370301,,,,,,,,,,,,,,,,
https://hrcak.srce.hr/acta-clinica-croatica,9425483,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide,101313589,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/journal/s20532733,101620182,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/policy/sharingguidelines,101313589,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,101669031,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,101575075,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/journal/s20525206,101609037,,,,,,,,,,,,,,,,
https://journals.iucr.org/c/,101620313,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/journal/s20532296,101620313,,,,,,,,,,,,,,,,
https://pubs.acs.org/page/styleguide/about,101313589,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/journal/s20597983,101676043,,,,,,,,,,,,,,,,
https://onlinelibrary.wiley.com/journal/s2053230x,101620319,,,,,,,,,,,,,,,,
https://journals.iucr.org/c/services/submit.html,101620313,,,,,,,,,,,,,,,,
https://www.karger.com/Journal/Home/254338,0370307,,,,,,,,,,,,,,,,
https://www.medicaljournals.se/acta/,0370310,,,,,,,,,,,,,,,,
https://www.mf.uni-lj.si/login,9422563,,,,,,,,,,,,,,,,
https://hrcak.srce.hr/adc,9433781,,,,,,,,,,,,,,,,
https://www.karger.com/journal/guidelines/254338,0370307,,,,,['ARRIVE'],['ARRIVE'],"['CARE', 'http://www.care-statement.org/']","['CARE', 'http://www.care-statement.org/']","['PRISMA', 'PRISMA']",,"['CONSORT', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.consort-statement.org%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=oktCyHldF9HD%2Flbb7Rg%2BlrnAhb%2FS3iLaGjR85o9vfWc%3D&reserved=0']","['CONSORT', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.consort-statement.org%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=oktCyHldF9HD%2Flbb7Rg%2BlrnAhb%2FS3iLaGjR85o9vfWc%3D&reserved=0']",,,"['EQUATOR Network', 'Equator network']","['http://www.equator-network.org/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.equator-network.org%2Freporting-guidelines%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=CBD0o4J7CAeEriBM1Kzut8dMavJjGxSK3UJC7m5bTg0%3D&reserved=0']"
https://journals.iucr.org/c/services/new_submitinstructions.html,101620313,,,,,,,,,,,,,,,,
http://adc.mef.hr/,9433781,,,,,,,,,,,,,,,,
https://journals.iucr.org/c/services/authorchecklist.html,101620313,,,,,,,,,,,,,,,,
https://journals.iucr.org/c/services/help/artwork/guide.html,101620313,,,,,,,,,,,,,,,,
https://journals.iucr.org/c/services/new_submitinstructions.html,101620313,,,,,,,,,,,,,,,,
https://www.medicaljournals.se/acta/instructions-to-author,0370310,,,,,,,,,,,"['CONSORT', 'CONSORT', 'http://www.consort-statement.org/']","['CONSORT', 'CONSORT', 'http://www.consort-statement.org/']",,,,
https://www.springer.com/journal/592,9200299,,,,,,,['CARE'],['CARE'],,,,,,,,
https://www.medicaljournals.se/acta/instructions-to-reviewer,0370310,,,,,,,,,,,,,,,,
https://www.karger.com/Journal/Home/223829,0141053,,,,,,,,,,,,,,,,
https://www.springer.com/journal/592/submission-guidelines,9200299,['CHEERS'],,,,['ARRIVE'],['ARRIVE'],['CARE'],['CARE'],"['PRISMA', 'PRISMA', 'PRISMA', 'PRISMA', 'Prisma']",['COREQ'],"['CONSORT', 'CONSORT', 'CONSORT', 'CONSORT']","['CONSORT', 'CONSORT', 'CONSORT', 'CONSORT']",['AGREE'],['AGREE'],['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/']"
https://www.karger.com/Resources/Authors/Submission,0370307,,,,,,,,,,,,,,,,
https://actamedica.lfhk.cuni.cz/,9705947,,,,,,,,,,,,,,,,
https://www.karger.com/journal/guidelines/223829,0141053,,,,,['ARRIVE'],['ARRIVE'],"['CARE', 'http://www.care-statement.org/']","['CARE', 'http://www.care-statement.org/']","['PRISMA', 'PRISMA']",,"['CONSORT', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.consort-statement.org%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=oktCyHldF9HD%2Flbb7Rg%2BlrnAhb%2FS3iLaGjR85o9vfWc%3D&reserved=0']","['CONSORT', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.consort-statement.org%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=oktCyHldF9HD%2Flbb7Rg%2BlrnAhb%2FS3iLaGjR85o9vfWc%3D&reserved=0']",,,"['EQUATOR Network', 'Equator network']","['http://www.equator-network.org/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.equator-network.org%2Freporting-guidelines%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=CBD0o4J7CAeEriBM1Kzut8dMavJjGxSK3UJC7m5bTg0%3D&reserved=0']"
http://www.actamedindones.org/index.php/ijim,7901042,,,,,,,,,,,,,,,,
http://ousar.lib.okayama-u.ac.jp/en/journal/amo,0417611,,,,,,,,,,,,,,,,
https://www.karger.com/resources/authors/submission,0370307,,,,,,,,,,,,,,,,
https://hrcak.srce.hr/amha?lang=en,101241032,,,,,,,,,,,,,,,,
http://www.actamedicaportuguesa.com/,7906803,,,,,,,,,,,,,,,,
http://www.actamedindones.org/index.php/ijim/about/submissions,7901042,,,,,,,,,,,,,,,"['EQUATOR', 'equator-network']",['http://www.equator-network.org']
https://www.karger.com/Resources/Authors/Submission,0141053,,,,,,,,,,,,,,,,
https://actamedica.lfhk.cuni.cz/submissions.html,9705947,,,,,,,,,,,,,,,,
https://akjournals.com/view/journals/030/030-overview.xml,9434021,,,,,,,,,,,,,,,,
http://ousar.lib.okayama-u.ac.jp/en/journal/amo/author_instructions,0417611,,,,,,,,,,,,,,,,
http://www.actamedindones.org/index.php/ijim/information/librarians,7901042,,,,,,,,,,,,,,,,
http://www.actamedindones.org/index.php/ijim/information/authors,7901042,,,,,,,,,,,,,,,,
http://www.actamedindones.org/index.php/ijim/information/readers,7901042,,,,,,,,,,,,,,,,
https://www.actamyologica.it/,9811169,,,,,,,,,,,,,,,,
https://www.ane.pl/home.php,1246675,,,,,,,,,,,,,,,,
https://www.actamedicaportuguesa.com/revista/index.php/amp/about/submissions,7906803,,,,,,,,,,,,,,,,
https://www.springer.com/journal/701,0151000,,,,,,,['CARE'],['CARE'],,,,,,,,
https://www.karger.com/resources/authors/submission,0141053,,,,,,,,,,,,,,,,
