id,Unnamed: 0,title,languages,publisher,publication_types,mesh_headings,urls_raw,is_periodical,is_english,urls,url,cheers_matches,entreq_matches,moose_matches,cherries_matches,arrive_matches,arrive_domain_matches,care_matches,care_domain_matches,prisma_matches,coreq_matches,consort_matches,consort_domain_matches,agree_matches,agree_domain_matches,EQUATOR_matches,EQUATOR_domain_domain_matches,cheers,entreq,moose,cherries,arrive,care,prisma,coreq,consort,agree,EQUATOR,Guidelines
100960111,5,AAPS PharmSciTech.,['eng'],"['American Association of Pharmaceutical Scientists,', 'Springer']",['Periodical'],"['Biopharmaceutics', 'Dosage Forms', 'Drug Design', 'Drug Evaluation', 'Pharmaceutical Preparations']","['http://www.aapspharmscitech.org/', 'https://link.springer.com/journal/12249', 'https://www.ncbi.nlm.nih.gov/pmc/journals/793/']",True,True,"['http://www.aapspharmscitech.org/', 'https://link.springer.com/journal/12249']",https://www.springer.com/journal/12249/submission-guidelines,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101674571,6,Abdominal radiology.,['eng'],"['Springer,']",['Periodical'],"['Abdomen', 'Diagnostic Imaging', 'Gastrointestinal Diseases \n                 diagnosis']",['https://link.springer.com/journal/261'],True,True,['https://link.springer.com/journal/261'],https://www.springer.com/journal/261,,,,,,,['CARE'],,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,True
101674571,6,Abdominal radiology.,['eng'],"['Springer,']",['Periodical'],"['Abdomen', 'Diagnostic Imaging', 'Gastrointestinal Diseases \n                 diagnosis']",['https://link.springer.com/journal/261'],True,True,['https://link.springer.com/journal/261'],https://www.springer.com/journal/261/submission-guidelines,['CHEERS'],,,,['ARRIVE'],,['CARE'],,"['PRISMA', 'Prisma']",['COREQ'],['CONSORT'],,['AGREE'],,['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/']",True,False,False,False,True,True,True,True,True,True,True,True
9418450,7,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine.,['eng'],"['Hanley & Belfus,', 'Wiley']",['Periodical'],['Emergency Medicine'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712'],https://onlinelibrary.wiley.com/journal/15532712,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
9418450,7,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine.,['eng'],"['Hanley & Belfus,', 'Wiley']",['Periodical'],['Emergency Medicine'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712'],https://onlinelibrary.wiley.com/page/journal/15532712/homepage/productinformation.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/pages/default.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/pages/informationforauthors.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/_layouts/15/1033/oaks.journals/informationforauthors.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/_layouts/15/1033/oaks.journals/informationforauthors.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/pages/instructionsforauthors.aspx,,,,,,,,,['PRISMA'],,,,,,"['equator-network', 'equator-network']","['http://www.equator-network.org/', 'http://www.equator-network.org/']",False,False,False,False,False,False,True,False,False,False,True,True
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/pages/checklistpubcriterial.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/pages/checklistpubcriterial2.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8904605,8,Academic medicine : journal of the Association of American Medical Colleges.,['eng'],"['Hanley & Belfus,', 'Published for the Association of American Medical Colleges by Lippincott Williams & Wilkins']",['Periodical'],"['Education, Medical']","['http://www.academicmedicine.org/', 'http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001888-000000000-00000']",True,True,['http://www.academicmedicine.org/'],https://journals.lww.com/academicmedicine/pages/authorchecklist.aspx,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
8917200,10,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry.,['eng'],"['American Psychiatric Press,', 'Springer']",['Periodical'],['Psychiatry \n                 education'],['https://link.springer.com/journal/volumesAndIssues/40596'],True,True,['https://link.springer.com/journal/volumesAndIssues/40596'],https://link.springer.com/journal/40596/volumes-and-issues,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
9100813,13,Accountability in research.,['eng'],"['Gordon and Breach,', 'Informa Healthcare']",['Periodical'],"['Ethics', 'Program Evaluation', 'Research \n                 standards']",['http://www.tandfonline.com/loi/gacr20'],True,True,['http://www.tandfonline.com/loi/gacr20'],https://www.tandfonline.com/loi/gacr20,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/journal/achre4,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/achre4/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/books/submission/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/submission/tex.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/submission/howtosubmit.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/books/submission/editors/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/submission_guide,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/books/submission/authors/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/submission/weo.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/submission/graphics_template.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/file-designations.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/file-designations.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/4authors/submission/software.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/styleguide,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/policy/sharingguidelines,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
0157313,14,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html'],https://pubs.acs.org/page/styleguide/about,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101504991,15,ACS applied materials & interfaces.,['eng'],['American Chemical Society'],['Periodical'],"['Biocompatible Materials', 'Chemical Phenomena']",['http://pubs.acs.org/loi/aamick'],True,True,['http://pubs.acs.org/loi/aamick'],https://pubs.acs.org/loi/aamick,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/journal/abseba,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/abseba/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/books/submission/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/submission/howtosubmit.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/submission/tex.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/abseba/submission/abseba_templates.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/books/submission/editors/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/policy/manuscript_transfer/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/submission_guide,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/books/submission/authors/index.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/submission/weo.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/submission/graphics_template.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/file-designations.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/file-designations.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/4authors/submission/software.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/styleguide,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/policy/sharingguidelines,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101654670,16,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba'],https://pubs.acs.org/page/styleguide/about,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101282906,17,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html'],https://pubs.acs.org/journal/acbcct,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
101282906,17,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html'],https://pubs.acs.org/page/acbcct/submission/authors.html,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False
