,id,title,languages,publisher,publication_types,mesh_headings,urls_raw,is_periodical,is_english,urls
10,8917200,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry.,['eng'],"['American Psychiatric Press,', 'Springer']",['Periodical'],['Psychiatry \n                 education'],['https://link.springer.com/journal/volumesAndIssues/40596'],True,True,['https://link.springer.com/journal/volumesAndIssues/40596']
11,9440159,Academic radiology.,['eng'],"['Association of University Radiologists,', 'Association Of University Radiologists']",['Periodical'],"['Radiography', 'Radiology']",['http://www.sciencedirect.com/science/journal/10766332'],True,True,['http://www.sciencedirect.com/science/journal/10766332']
12,1254476,Accident; analysis and prevention.,['eng'],"['Pergamon Press]', 'Pergamon Press']",['Periodical'],"['Accidents, Traffic \n                 prevention & control']",['http://www.sciencedirect.com/science/journal/00014575'],True,True,['http://www.sciencedirect.com/science/journal/00014575']
13,9100813,Accountability in research.,['eng'],"['Gordon and Breach,', 'Informa Healthcare']",['Periodical'],"['Ethics', 'Program Evaluation', 'Research \n                 standards']",['http://www.tandfonline.com/loi/gacr20'],True,True,['http://www.tandfonline.com/loi/gacr20']
14,0157313,Accounts of chemical research.,['eng'],['American Chemical Society.'],['Periodical'],"['Chemistry', 'Research']",['http://pubs.acs.org/journals/achre4/index.html'],True,True,['http://pubs.acs.org/journals/achre4/index.html']
15,101504991,ACS applied materials & interfaces.,['eng'],['American Chemical Society'],['Periodical'],"['Biocompatible Materials', 'Chemical Phenomena']",['http://pubs.acs.org/loi/aamick'],True,True,['http://pubs.acs.org/loi/aamick']
16,101654670,ACS biomaterials science & engineering.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biocompatible Materials', 'Bioengineering']",['http://pubs.acs.org/journal/abseba'],True,True,['http://pubs.acs.org/journal/abseba']
17,101282906,ACS chemical biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Biochemistry', 'Biology']",['http://pubs.acs.org/journals/acbcct/index.html'],True,True,['http://pubs.acs.org/journals/acbcct/index.html']
18,101525337,ACS chemical neuroscience.,['eng'],['American Chemical Society'],['Periodical'],"['Nervous System \n                 chemistry', 'Neurosciences']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1791/', 'http://pubs.acs.org/journal/acncdm']",True,True,['http://pubs.acs.org/journal/acncdm']
19,101540531,ACS combinatorial science.,['eng'],['American Chemical Society'],['Periodical'],"['Chemistry, Pharmaceutical', 'Combinatorial Chemistry Techniques', 'Drug Discovery', 'Pharmaceutical Preparations \n                 chemical synthesis']",['http://pubs.acs.org/loi/jcchff'],True,True,['http://pubs.acs.org/loi/jcchff']
20,101654580,ACS infectious diseases.,['eng'],"['ACS Publications,']",['Periodical'],['Communicable Diseases'],['http://pubs.acs.org/journal/aidcbc'],True,True,['http://pubs.acs.org/journal/aidcbc']
21,101313589,ACS nano.,['eng'],['American Chemical Society'],['Periodical'],['Nanotechnology'],['http://pubs.acs.org/journals/ancac3/index.html'],True,True,['http://pubs.acs.org/journals/ancac3/index.html']
22,101669031,ACS sensors.,['eng'],"['American Chemical Society,']",['Periodical'],['Biosensing Techniques'],['http://pubs.acs.org/journal/ascefj'],True,True,['http://pubs.acs.org/journal/ascefj']
23,101575075,ACS synthetic biology.,['eng'],"['American Chemical Society,']",['Periodical'],"['Genetic Engineering', 'Synthetic Biology']",['http://pubs.acs.org/journal/asbcd6'],True,True,['http://pubs.acs.org/journal/asbcd6']
24,0370270,Acta anaesthesiologica Scandinavica.,['eng'],"['Universitetsforlaget,', 'Wiley-Blackwell']",['Periodical'],['Anesthesiology'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-6576'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-6576']
25,101295064,Acta bio-medica : Atenei Parmensis.,['eng'],"['Ateneo parmense,', 'Mattioli 1885']",['Periodical'],['Medicine'],"['http://www.mattioli1885journals.com/index.php/actabiomedica/index', 'https://www.ncbi.nlm.nih.gov/pmc/journals/3185/']",True,True,['http://www.mattioli1885journals.com/index.php/actabiomedica/index']
26,101206716,Acta biochimica et biophysica Sinica.,['eng'],"['Shanghai Scientific and Technical Publishers,', 'Oxford University Press']",['Periodical'],"['Biochemistry', 'Biophysics']",['https://academic.oup.com/abbs'],True,True,['https://academic.oup.com/abbs']
27,14520300R,Acta biochimica Polonica.,['mul'],['Panstwowe Wydawnictwo Naukowe'],['Periodical'],['Biochemistry'],['https://ojs.ptbioch.edu.pl/index.php/abp/about'],True,False,['https://ojs.ptbioch.edu.pl/index.php/abp/about']
28,101233144,Acta biomaterialia.,['eng'],"['Elsevier,']",['Periodical'],['Biocompatible Materials'],['http://www.sciencedirect.com/science/journal/17427061'],True,True,['http://www.sciencedirect.com/science/journal/17427061']
29,0421520,Acta biotheoretica.,['eng'],"['Brill.', 'Springer']",['Periodical'],"['Biology', 'Zoology']",['https://link.springer.com/journal/10441'],True,True,['https://link.springer.com/journal/10441']
30,0370570,Acta cardiologica.,['eng'],"['Acta Medica Belgica', 'Taylor & Francis']",['Periodical'],['Cardiology'],['http://www.tandfonline.com/loi/tacd20'],True,True,['http://www.tandfonline.com/loi/tacd20']
31,101247110,Acta chimica Slovenica.,['eng'],"['Slovenian Chemical Society,']",['Periodical'],['Chemical Phenomena'],['https://journals.matheo.si/index.php/ACSi'],True,True,['https://journals.matheo.si/index.php/ACSi']
32,0407123,Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca.,"['cze', 'eng']","['Avicenum,', 'Scientia Medica']",['Periodical'],"['Orthopedics', 'Wounds and Injuries']",['http://www.achot.cz'],True,True,['http://www.achot.cz']
33,0370301,Acta chirurgiae plasticae.,['eng'],['Galen Prague'],['Periodical'],"['Surgery, Plastic']",['http://www.prolekare.cz/en/acta-chirurgiae-plasticae'],True,True,['http://www.prolekare.cz/en/acta-chirurgiae-plasticae']
34,0370571,Acta chirurgica Belgica.,"['fre', 'dut', 'eng']","['Acta Medica Belgica', 'Taylor & Francis']",['Periodical'],['General Surgery'],['http://www.tandfonline.com/loi/tacb20'],True,True,['http://www.tandfonline.com/loi/tacb20']
35,9103983,"Acta cirúrgica brasileira 
             / Sociedade Brasileira para Desenvolvimento Pesquisa em Cirurgia.","['eng', 'por']","['A Sociedade,', 'Sociedade Brasileira Para O Desenvolvimento Da Pesquisa Em Cirurgia Curso De Pos-Graduacao Em Tecnica Operatoria E Cirurgia Experimental Escola Paulista De Medicina']",['Periodical'],"['Surgical Procedures, Operative']","['http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-8650&lng=en&nrm=iso', 'https://www.ncbi.nlm.nih.gov/pmc/journals/3665/']",True,True,['http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-8650&lng=en&nrm=iso']
36,0370306,Acta clinica Belgica.,['eng'],"['Acta Clinica Belgica', 'Taylor & Francis']",['Periodical'],['Medicine'],['http://www.tandfonline.com/loi/yacb20'],True,True,['http://www.tandfonline.com/loi/yacb20']
37,9425483,Acta clinica Croatica.,['eng'],"['Klinička bolnica ""Sestre milosrdnice"" :', 'Institut za kliničko-medicinska istrazivanja u Zagrebu,', 'Sestre Milosrdnice University Hospital, Institute for Clinical Medical Research,']",['Periodical'],['Clinical Medicine'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/3604/', 'http://hrcak.srce.hr/acta-clinica-croatica']",True,True,['http://hrcak.srce.hr/acta-clinica-croatica']
38,101620182,"Acta crystallographica. Section A, Foundations and advances.",['eng'],"['John Wiley & Sons Ltd,']",['Periodical'],['Crystallography'],['http://onlinelibrary.wiley.com/journal/10.1107/S20532733'],True,True,['http://onlinelibrary.wiley.com/journal/10.1107/S20532733']
39,101609037,"Acta crystallographica Section B, Structural science, crystal engineering and materials.",['eng'],"['Wiley-Blackwell,']",['Periodical'],"['Crystallization', 'Crystallography']",['http://onlinelibrary.wiley.com/journal/10.1107/S20525206'],True,True,['http://onlinelibrary.wiley.com/journal/10.1107/S20525206']
40,101620313,"Acta crystallographica. Section C, Structural chemistry.",['eng'],"['John Wiley & Sons Ltd,', 'International Union of Crystallography']",['Periodical'],"['Chemical Phenomena', 'Crystallography']","['http://journals.iucr.org/c/', 'http://onlinelibrary.wiley.com/journal/10.1107/S20532296']",True,True,"['http://journals.iucr.org/c/', 'http://onlinelibrary.wiley.com/journal/10.1107/S20532296']"
41,101676043,"Acta crystallographica. Section D, Structural biology.",['eng'],"['John Wiley & Sons,', 'John Wiley & Sons']",['Periodical'],"['Biochemical Phenomena', 'Chemistry Techniques, Analytical', 'Molecular Structure']",['http://onlinelibrary.wiley.com/journal/10.1107/S20597983'],True,True,['http://onlinelibrary.wiley.com/journal/10.1107/S20597983']
42,101620319,"Acta crystallographica. Section F, Structural biology communications.",['eng'],"['John Wiley & Sons Inc.,']",['Periodical'],"['Crystallization', 'Crystallography', 'Macromolecular Substances']","['http://onlinelibrary.wiley.com/journal/10.1107/S2053230X', 'https://www.ncbi.nlm.nih.gov/pmc/journals/2302/']",True,True,['http://onlinelibrary.wiley.com/journal/10.1107/S2053230X']
43,0370307,Acta cytologica.,['eng'],"['International Academy of Cytology', 'Karger']","['Abstracts', 'Periodical']","['Cell Biology', 'Gynecology']",['http://www.karger.com/Journal/Home/254338'],True,True,['http://www.karger.com/Journal/Home/254338']
44,0370310,Acta dermato-venereologica.,"['eng', 'fre', 'ger']","['Acta dermato-venereologica', 'Society for the Publication of Acta Dermato-Venereologica']",['Periodical'],"['Dermatology', 'Sexually Transmitted Diseases']",['https://www.medicaljournals.se/acta/'],True,True,['https://www.medicaljournals.se/acta/']
45,9422563,"Acta dermatovenerologica Alpina, Pannonica, et Adriatica.",['eng'],"['Slovene Welding Society,', 'Združenje Slovenskih Dermatovenerologov']",['Periodical'],"['Sexually Transmitted Diseases', 'Skin Diseases']",['http://bibpurl.oclc.org/web/8256'],True,True,['http://bibpurl.oclc.org/web/8256']
46,9433781,Acta dermatovenerologica Croatica : ADC.,"['hrv', 'eng', 'eng']","['Hrvatsko dermatološko društvo hrvatskog liječničkog zbora,', 'Croatian Dermatovenerological Society']",['Periodical'],"['Dermatology', 'Sexually Transmitted Diseases', 'Skin Diseases']","['https://hrcak.srce.hr/adc', 'http://adc.mef.hr/']",True,True,"['https://hrcak.srce.hr/adc', 'http://adc.mef.hr/']"
47,9200299,Acta diabetologica.,['eng'],"['Springer International,', 'Springer Verlag']",['Periodical'],['Diabetes Mellitus'],['https://link.springer.com/journal/592'],True,True,['https://link.springer.com/journal/592']
48,0414075,Acta gastro-enterologica Belgica.,['eng'],"['Acta Medica Belgica', 'Universa Press']",['Periodical'],['Gastroenterology'],['http://www.acta-gastroenterologica.be/'],True,True,['http://www.acta-gastroenterologica.be/']
49,0141053,Acta haematologica.,['eng'],['Karger.'],['Periodical'],['Hematology'],['http://www.karger.com/Journal/Home/223829'],True,True,['http://www.karger.com/Journal/Home/223829']
50,0370320,Acta histochemica.,"['ger', 'eng', 'eng']",['Gustav Fischer Verlag'],['Periodical'],"['Biochemistry', 'Histology']",['http://www.sciencedirect.com/science/journal/00651281'],True,True,['http://www.sciencedirect.com/science/journal/00651281']
51,101587903,Acta medica academica.,['eng'],['Akademija nauka i umjetnosti Bosne i Hercegovine'],['Periodical'],['Medicine'],['http://www.anubih.ba/ama'],True,True,['http://www.anubih.ba/ama']
52,9705947,"Acta medica (Hradec Králové) 
             / Universitas Carolina, Facultas Medica Hradec Králové.",['eng'],"['Universitas Carolina, Facultas Medica Hradec Králové,', 'Facultas Medica Hradec Kralove, Universitas Carolina']",['Periodical'],['Medicine'],['http://actamedica.lfhk.cuni.cz/'],True,True,['http://actamedica.lfhk.cuni.cz/']
53,7901042,Acta medica Indonesiana.,['eng'],['Indonesian Society of Internal Medicine'],['Periodical'],['Medicine'],['http://www.actamedindones.org/index.php/ijim'],True,True,['http://www.actamedindones.org/index.php/ijim']
54,0417611,Acta medica Okayama.,['eng'],['Okayama University Medical School'],['Periodical'],['Medicine'],['http://escholarship.lib.okayama-u.ac.jp/amo/'],True,True,['http://escholarship.lib.okayama-u.ac.jp/amo/']
55,101241032,Acta medico-historica adriatica : AMHA.,"['hrv', 'eng', 'mul']","['Hrvatsko znanstveno društvo za povijest zdravstvene kulture,']",['Periodical'],"['Europe', 'History of Medicine']",['http://hrcak.srce.hr/amha?lang=en'],True,True,['http://hrcak.srce.hr/amha?lang=en']
56,7906803,Acta médica portuguesa.,"['eng', 'por']","['[s.n.]', 'Centro Editor Livreiro da Ordem dos Médicos']",['Periodical'],['Medicine'],['http://www.actamedicaportuguesa.com/'],True,True,['http://www.actamedicaportuguesa.com/']
57,9434021,Acta microbiologica et immunologica Hungarica.,['eng'],"['Akadémiai Kiadó,', 'Akademiai Kiado']",['Periodical'],"['Allergy and Immunology', 'Microbiology']",['https://akjournals.com/view/journals/030/030-overview.xml'],True,True,['https://akjournals.com/view/journals/030/030-overview.xml']
58,9811169,"Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology 
             / edited by the Gaetano Conte Academy for the study of striated muscle diseases.",['eng'],['Gaetano Conte Academy'],['Periodical'],"['Cardiomyopathies', 'Muscular Diseases']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1221/', 'http://www.actamyologica.it/']",True,True,['http://www.actamyologica.it/']
59,1246675,Acta neurobiologiae experimentalis.,['eng'],"['Polish Scientific Publishers.', 'Nencki Institute of Experimental Biology']",['Periodical'],"['Biology', 'Neurophysiology']",['http://www.ane.pl/home.php'],True,True,['http://www.ane.pl/home.php']
60,0151000,Acta neurochirurgica.,"['mul', 'eng', 'eng', 'mul']",['Springer.'],['Periodical'],['Neurosurgery'],['https://link.springer.com/journal/701'],True,True,['https://link.springer.com/journal/701']
61,100962752,Acta neurochirurgica. Supplement.,['eng'],"['Springer-Verlag,']",['Periodical'],"['Neurosurgery', 'Neurosurgical Procedures']",['https://link.springer.com/bookseries/4'],True,True,['https://link.springer.com/bookseries/4']
62,0247035,Acta neurologica Belgica.,"['fre', 'eng']","['Acta Medica Belgica,', 'Springer']",['Periodical'],['Neurology'],['https://link.springer.com/journal/13760'],True,True,['https://link.springer.com/journal/13760']
63,0370336,Acta neurologica Scandinavica.,['eng'],"['Munksgaard', 'Wiley-Blackwell']",['Periodical'],['Neurology'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0404'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0404']
64,9815355,Acta neurologica Taiwanica.,['eng'],"['Color Design,']",['Periodical'],"['Nervous System Diseases', 'Neurosciences', 'Neurosurgery']",['http://www.ant-tnsjournal.com/about/index003.asp'],True,True,['http://www.ant-tnsjournal.com/about/index003.asp']
65,0412041,Acta neuropathologica.,['eng'],['Springer Verlag'],['Periodical'],"['Neurology', 'Pathology']",['https://link.springer.com/journal/401'],True,True,['https://link.springer.com/journal/401']
66,101610673,Acta neuropathologica communications.,['eng'],"['BioMed Central,']",['Periodical'],"['Nervous System Diseases', 'Neurology', 'Pathology']","['https://www.ncbi.nlm.nih.gov/pmc/journals/2200', 'https://actaneurocomms.biomedcentral.com/']",True,True,['https://actaneurocomms.biomedcentral.com/']
67,9612501,Acta neuropsychiatrica.,['eng'],"['Interdisciplinair Genootschap voor Biologische Psychiatrie', 'Cambridge University Press']",['Periodical'],"['Biological Psychiatry', 'Neuropsychology']",['https://www.cambridge.org/core/journals/acta-neuropsychiatrica'],True,True,['https://www.cambridge.org/core/journals/acta-neuropsychiatrica']
68,0370343,Acta obstetricia et gynecologica Scandinavica.,"['eng', 'ger', 'fre']","['Munksgaard', 'Wiley']",['Periodical'],"['Gynecology', 'Obstetrics']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0412/issues'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0412/issues']
69,0370344,Acta odontologica Scandinavica.,['eng'],"['Norstedt', 'Taylor & Francis']",['Periodical'],['Dentistry'],['http://www.tandfonline.com/loi/iode20'],True,True,['http://www.tandfonline.com/loi/iode20']
70,8610218,Acta odontológica latinoamericana : AOL.,"['eng', 'spa']",['Acta Odontologica Latinoamericana'],['Periodical'],"['Dentistry', 'Research']","['http://www.actaodontologicalat.com/', 'http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4834&lng=en&nrm=iso']",True,True,"['http://www.actaodontologicalat.com/', 'http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4834&lng=en&nrm=iso']"
71,101194794,"Acta of bioengineering and biomechanics 
             / Wrocław University of Technology.",['eng'],"['Oficyna Wydawnicza Politechniki Wrocławskiej,']",['Periodical'],"['Biomechanical Phenomena', 'Biomedical Technology']",['http://www.actabio.pwr.wroc.pl/'],True,True,['http://www.actabio.pwr.wroc.pl/']
72,8709065,Acta oncologica.,['eng'],"['Acta Oncologica,', 'Informa Healthcare']","['Periodical', 'Review']","['Medical Oncology', 'Neoplasms \n                 therapy', 'Physics', 'Radiation Effects']",['http://www.tandfonline.com/loi/ionc20'],True,True,['http://www.tandfonline.com/loi/ionc20']
73,101468102,Acta ophthalmologica.,['eng'],"['Blackwell Munksgaard', 'Wiley-Blackwell']",['Periodical'],['Eye Diseases'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768']
74,101485969,Acta ophthalmologica. Supplement.,['eng'],['Wiley-Blackwell Pub.'],['Periodical'],['Eye Diseases'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768']
75,101231512,Acta orthopaedica.,['eng'],"['Taylor & Francis,', 'Informa Healthcare']",['Periodical'],['Orthopedics'],"['http://www.tandfonline.com/loi/iort20', 'https://www.ncbi.nlm.nih.gov/pmc/journals/1106/']",True,True,['http://www.tandfonline.com/loi/iort20']
76,2985165R,Acta orthopaedica Belgica.,['fre'],['Acta Medica Belgica'],['Periodical'],['Orthopedics'],"['http://www.actaorthopaedica.be', 'http://actaorthopaedica.be.ruby-001.x-plose.be']",True,False,"['http://www.actaorthopaedica.be', 'http://actaorthopaedica.be.ruby-001.x-plose.be']"
77,9424806,Acta orthopaedica et traumatologica turcica.,"['tur', 'eng']","['Türk Ortopedi ve Travmatoloji Derneği', 'Turkish Association of Orthopaedics and Traumatology with publishing services by AVES']",['Periodical'],"['Orthopedic Procedures', 'Orthopedics', 'Traumatology', 'Wounds and Injuries \n                 therapy']","['https://www.ncbi.nlm.nih.gov/pmc/journals/3544/', 'http://www.aott.org.tr']",True,True,['http://www.aott.org.tr']
78,101244827,Acta orthopaedica. Supplementum.,['eng'],"['Taylor & Francis,']",['Periodical'],['Orthopedics'],['http://www.tandfonline.com/loi/iort20'],True,True,['http://www.tandfonline.com/loi/iort20']
79,101190312,Acta ortopédica mexicana.,"['spa', 'eng']",['Sociedad Mexicana de Ortopedia'],['Periodical'],"['Orthopedics', 'Wounds and Injuries']",['http://www.medigraphic.com/actaortopedica/'],True,True,['http://www.medigraphic.com/actaortopedica/']
80,0370354,Acta oto-laryngologica.,['eng'],"['Scandinavian University Press', 'Taylor & Francis']",['Periodical'],['Otolaryngology'],['http://www.tandfonline.com/loi/ioto20'],True,True,['http://www.tandfonline.com/loi/ioto20']
81,0370355,Acta oto-laryngologica.  Supplementum.,"['eng', 'fre', 'ger']",['Scandinavian University Press'],['Periodical'],['Otolaryngology'],['http://www.tandfonline.com/loi/ioto20'],True,True,['http://www.tandfonline.com/loi/ioto20']
82,8213019,Acta otorhinolaryngologica Italica : organo ufficiale della Società italiana di otorinolaringologia e chirurgia cervico-facciale.,"['ita', 'eng']","['Pacini editore,']",['Periodical'],['Otolaryngology'],"['http://www.actaitalica.it/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/559/']",True,True,['http://www.actaitalica.it/']
83,14540260R,Acta otorrinolaringológica española.,"['spa', 'eng']","['Doyma', 'Elsevier España']",['Periodical'],['Otorhinolaryngologic Diseases'],['http://www.sciencedirect.com/science/journal/00016519'],True,True,['http://www.sciencedirect.com/science/journal/00016519']
84,9205968,Acta paediatrica.,['eng'],"['Scandinavian University Press,', 'Wiley-Blackwell']",['Periodical'],['Pediatrics'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1651-2227'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1651-2227']
85,9301947,"Acta parasitologica 
             / Witold Stefański Institute of Parasitology, Warszawa, Poland.",['eng'],"['Witold Stefanski Institute Of Parasitology', 'Springer International Publishing']",['Periodical'],"['Parasites', 'Parasitology']","['https://link.springer.com/journal/11686', 'http://www.degruyter.com/view/j/ap?recentIssue=true']",True,True,"['https://link.springer.com/journal/11686', 'http://www.degruyter.com/view/j/ap?recentIssue=true']"
86,9303678,"Acta pharmaceutica : a quarterly journal of Croatian Pharmaceutical Society and Slovenian Pharmaceutical Society, dealing with all branches of pharmacy and allied sciences.","['eng', 'hrv']","['Croatian Pharmaceutical Society,']",['Periodical'],['Pharmaceutical Preparations'],['http://versita.metapress.com/content/120507/'],True,True,['http://versita.metapress.com/content/120507/']
87,100956087,Acta pharmacologica Sinica.,"['eng', 'eng', 'chi']","['Science Press,', 'Nature Publishing Group']",['Periodical'],['Pharmacology'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/2405/', 'http://www.nature.com/aps/index.html']",True,True,['http://www.nature.com/aps/index.html']
88,101262545,Acta physiologica,['eng'],"['Blackwell Pub.,', 'Wiley-Blackwell']",['Periodical'],['Physiological Phenomena'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-1716'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-1716']
89,0370364,Acta psychiatrica Scandinavica.,['eng'],"['Munksgaard International Publishers', 'Wiley-Blackwell']",['Periodical'],['Psychiatry'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0447'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0447']
90,0370365,Acta psychiatrica Scandinavica. Supplementum.,['eng'],"['Munksgaard International Publishers', 'Wiley-Blackwell']",['Periodical'],['Psychiatry'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0447'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0447']
91,0370366,Acta psychologica.,['eng'],['North Holland Publishing'],['Periodical'],['Psychology'],['http://www.sciencedirect.com/science/journal/00016918'],True,True,['http://www.sciencedirect.com/science/journal/00016918']
92,8706123,Acta radiologica.,['eng'],"['Acta Radiologica,', 'Sage']",['Periodical'],"['Radiography', 'Radionuclide Imaging']","['http://www.tandfonline.com/loi/iard20', 'https://journals.sagepub.com/home/acr']",True,True,"['http://www.tandfonline.com/loi/iard20', 'https://journals.sagepub.com/home/acr']"
93,0431702,Acta reumatológica portuguesa.,"['por', 'eng']",['Sociedade Portuguesa de Reumatologia.'],['Periodical'],['Rheumatic Diseases \n                 prevention & control'],['http://www.actareumatologica.pt/arquivo'],True,True,['http://www.actareumatologica.pt/arquivo']
94,101295615,Acta scientiarum polonorum. Technologia alimentaria.,"['eng', 'pol']",['Wydawnictwo Uniwersytetu Przyrodniczego w Poznaniu'],['Periodical'],"['Food', 'Nutritional Physiological Phenomena']",['http://bibpurl.oclc.org/web/22527'],True,True,['http://bibpurl.oclc.org/web/22527']
95,0370374,Acta tropica.,['eng'],['Elsevier'],['Periodical'],"['Ethnology', 'Tropical Medicine']",['https://www.sciencedirect.com/journal/acta-tropica'],True,True,['https://www.sciencedirect.com/journal/acta-tropica']
96,8406376,Acta veterinaria Hungarica.,['eng'],"['Akadémiai Kiadó,', 'Akademiai Kiado']",['Periodical'],['Veterinary Medicine'],['https://akjournals.com/view/journals/004/004-overview.xml'],True,True,['https://akjournals.com/view/journals/004/004-overview.xml']
97,0370400,Acta veterinaria Scandinavica.,['eng'],['BioMed Central'],['Periodical'],['Veterinary Medicine'],"['https://actavetscand.biomedcentral.com/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/424/']",True,True,['https://actavetscand.biomedcentral.com/']
98,0370401,Acta virologica.,['eng'],"['Czechoslovak Academy of Sciences.', 'AEPress, Ltd']",['Periodical'],['Virology'],['http://www.elis.sk/index.php?page=shop.browse&category_id=1&option=com_virtuemart&Itemid=1'],True,True,['http://www.elis.sk/index.php?page=shop.browse&category_id=1&option=com_virtuemart&Itemid=1']
99,0373062,Actas dermo-sifiliográficas.,['spa'],"['Academia Española de Dermatología y Sifilografía.', 'Elsevier España']",['Periodical'],"['Dermatology', 'Sexually Transmitted Diseases', 'Syphilis']",['http://www.sciencedirect.com/science/journal/00017310'],True,False,['http://www.sciencedirect.com/science/journal/00017310']
